Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,RIPolicyType,ProgrammeCode,ExcelRowHash,RunNumber
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|668,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,668,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|668,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|671,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,671,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|671,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|672,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,672,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|672,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|673,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,673,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|673,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|674,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,674,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|674,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|686,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,686,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|686,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|687,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,687,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|687,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|688,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,688,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|688,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|696,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,696,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|696,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|699,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|699,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|700,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,700,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|700,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|713,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|713,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|715,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,715,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|715,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|719,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,719,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|719,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|722,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,722,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|722,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|735,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,735,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|735,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|736,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,736,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2017|USD|736,NULL
