AccountingPeriod,PolicyNumber,yoa,focus_area,TrifocusCode,TrifocusName,Entity,SignedValue,SignedLinePercent,SettlementCCY,OrgininalValue,OriginalCCY,MC_OriginalValue,MC_OrgininalCCY,mop,tot,Multiyear,statscode,Inception,Expiry,AccountKey
202301,T6390L19APCR,2019,Ex Cat                   ,TRI00012,Ex Cat,623,96370.2639,5.0000,GBP,284299202,JPY,,,T  ,2019-05-30 00:00:00,N,SC ,2019-04-01 00:00:00,2020-03-31 00:00:00,GPE-RP-P
202301,T6398X16APCC,2016,Cat                      ,TRI00004,Cat,623,136758.9440,2.8000,CAD,4884248,CAD,,,T  ,2016-01-31 00:00:00,N,SC ,2016-01-01 00:00:00,2016-12-31 00:00:00,GPE-RP-P
202301,T6328V10APCR,2010,Ex Cat                   ,TRI00012,Ex Cat,623,343291.7400,1.2000,USD,28607645,USD,,,T  ,2010-07-31 00:00:00,N,SC ,2010-07-01 00:00:00,2011-06-30 00:00:00,GPE-RP-P
202301,T6328V18APCR,2018,Ex Cat                   ,TRI00012,Ex Cat,623,63039.4310,1.1540,USD,5462689,USD,,,T  ,2018-07-31 00:00:00,N,SC ,2018-07-01 00:00:00,2019-06-30 00:00:00,GPE-RP-P
202301,T6328V19APCR,2019,Ex Cat                   ,TRI00012,Ex Cat,623,88660.3428,1.1540,USD,7682872,USD,,,T  ,2019-07-31 00:00:00,N,SC ,2019-07-01 00:00:00,2020-06-30 00:00:00,GPE-RP-P
202301,T6329E05ANCC,2005,Cat                      ,TRI00004,Cat,623,571514.4600,3.0000,USD,19050482,USD,,,T  ,2005-07-31 00:00:00,N,00 ,2005-07-01 00:00:00,2006-06-30 00:00:00,GPE-RP-P
202301,T6336F05ANCC,2005,Cat                      ,TRI00004,Cat,623,370777.5225,2.7500,USD,13482819,USD,,,T  ,2005-07-31 00:00:00,N,00 ,2005-07-01 00:00:00,2006-06-30 00:00:00,GPE-RP-P
202301,T6337Q01ANCC,2001,Cat                      ,TRI00004,Cat,623,4138.5000,2.0000,USD,206925,USD,,,T  ,2001-10-01 00:00:00,N,00 ,2001-07-01 00:00:00,2002-06-30 00:00:00,GPE-RP-P
202301,T6342Z15APCR,2015,Ex Cat                   ,TRI00012,Ex Cat,623,17138.2500,5.0000,USD,342765,USD,,,T  ,2015-08-15 00:00:00,N,SC ,2015-07-01 00:00:00,2016-06-30 00:00:00,GPE-RP-P
202301,T6345D05ANCR,2005,Ex Cat                   ,TRI00012,Ex Cat,623,195085.2050,3.5000,USD,5573863,USD,,,T  ,2005-07-31 00:00:00,N,00 ,2005-07-01 00:00:00,2006-06-30 00:00:00,GPE-RP-P
202301,T6345D07ANCR,2007,Ex Cat                   ,TRI00012,Ex Cat,623,57847.0200,3.5000,USD,1652772,USD,,,T  ,2007-07-31 00:00:00,N,00 ,2007-07-01 00:00:00,2008-06-30 00:00:00,GPE-RP-P
202301,T6345D08ANCR,2008,Ex Cat                   ,TRI00012,Ex Cat,623,220230.5250,2.5000,USD,8809221,USD,,,T  ,2008-07-31 00:00:00,N,00 ,2008-07-01 00:00:00,2009-04-30 00:00:00,GPE-RP-P
202301,T6345D10APCR,2010,Ex Cat                   ,TRI00012,Ex Cat,623,204855.9000,2.5000,USD,8194236,USD,,,T  ,2010-05-31 00:00:00,N,SC ,2010-05-01 00:00:00,2011-04-30 00:00:00,GPE-RP-P
202301,T6345D11APCR,2011,Ex Cat                   ,TRI00012,Ex Cat,623,257256.6150,2.7500,USD,9354786,USD,,,T  ,2011-05-31 00:00:00,N,SC ,2011-05-01 00:00:00,2012-04-30 00:00:00,GPE-RP-P
202301,T6386S03ANCS,2003,Cat                      ,TRI00004,Cat,623,6990.5465,2.9200,USD,239402.28,USD,,,T  ,2003-08-31 00:00:00,N,00 ,2003-07-01 00:00:00,2004-06-30 00:00:00,GPE-RP-P
202301,T6308E04ANCC,2004,Cat                      ,TRI00004,Cat,623,12244.5823,1.0000,GBP,,,1602592.6495068232,USD,T  ,2004-04-30 00:00:00,N,00 ,2004-04-01 00:00:00,2005-03-31 00:00:00,GPE-RP-P
202301,T6323S04ANCS,2004,Cat                      ,TRI00004,Cat,623,166351.4500,5.0000,USD,3327029,USD,,,T  ,9999-12-31 23:59:59,N,00 ,2004-06-01 00:00:00,2005-05-31 00:00:00,GPE-RP-P
202301,T6323S05ANCS,2005,Cat                      ,TRI00004,Cat,623,381943.9000,10.0000,USD,3819439,USD,,,T  ,2005-06-30 00:00:00,N,00 ,2005-06-01 00:00:00,2006-05-31 00:00:00,GPE-RP-P
202301,T6328V04ANCR,2004,Ex Cat                   ,TRI00012,Ex Cat,623,7.3200,1.5000,USD,488,USD,,,T  ,2004-07-31 00:00:00,N,00 ,2004-07-01 00:00:00,2005-06-30 00:00:00,GPE-RP-P
202301,T6328V05ANCR,2005,Ex Cat                   ,TRI00012,Ex Cat,623,229104.7800,1.5000,USD,15273652,USD,,,T  ,2005-07-31 00:00:00,N,00 ,2005-07-01 00:00:00,2006-06-30 00:00:00,GPE-RP-P
202301,T6298E18APCC,2018,Cat                      ,TRI00004,Cat,623,1168466.5752,1.5000,GBP,10800000000,JPY,,,T  ,2018-05-07 00:00:00,N,SC ,2018-04-01 00:00:00,2019-03-31 00:00:00,GPE-RP-P
202301,T6298E19APCC,2019,Cat                      ,TRI00004,Cat,623,503661.1443,1.5000,GBP,5013375841,JPY,,,T  ,2019-05-07 00:00:00,N,SC ,2019-04-01 00:00:00,2020-03-31 00:00:00,GPE-RP-P
202301,T6303D11APCC,2011,Cat                      ,TRI00004,Cat,623,63797.7772,5.0000,GBP,160257266,JPY,,,T  ,2011-04-30 00:00:00,N,SC ,2011-04-01 00:00:00,2012-03-31 00:00:00,GPE-RP-P
202301,T6307V10APCC,2010,Cat                      ,TRI00004,Cat,623,217963.0000,1.2500,GBP,17437040,GBP,,,T  ,2010-04-30 00:00:00,N,SC ,2010-04-01 00:00:00,2011-06-30 00:00:00,GPE-RP-P
202301,T6317C05ANCC,2005,Cat                      ,TRI00004,Cat,623,6998.7661,3.0000,GBP,,,303950.12332971889,USD,T  ,2005-04-30 00:00:00,N,00 ,2005-04-01 00:00:00,2006-03-31 00:00:00,GPE-RP-P
202301,T6293D04ANCC,2004,Cat                      ,TRI00004,Cat,623,813.0366,3.7800,GBP,3546924,JPY,,,T  ,2004-04-30 00:00:00,N,00 ,2004-04-01 00:00:00,2005-03-31 00:00:00,GPE-RP-P
202301,T6298E04ANCC,2004,Cat                      ,TRI00004,Cat,623,1547.9539,.7500,GBP,34035358,JPY,,,T  ,2004-04-30 00:00:00,N,00 ,2004-04-01 00:00:00,2005-03-31 00:00:00,GPE-RP-P
202301,T6254H05ANCC,2005,Cat                      ,TRI00004,Cat,623,14283.4517,6.1300,USD,233009,USD,,,T  ,2005-01-31 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,T6260B10APCC,2010,Cat                      ,TRI00004,Cat,623,36768.0400,2.0000,CAD,1838402,CAD,,,T  ,2010-02-01 00:00:00,N,SC ,2010-01-01 00:00:00,2010-12-31 00:00:00,GPE-RP-P
202301,T6260B11APCC,2011,Cat                      ,TRI00004,Cat,623,109870.1200,2.0000,CAD,5493506,CAD,,,T  ,2011-01-31 00:00:00,N,SC ,2011-01-01 00:00:00,2011-12-31 00:00:00,GPE-RP-P
202301,T6261J13APCC,2013,Cat                      ,TRI00004,Cat,623,68219.2400,1.0000,CAD,6822392,CAD,,,T  ,2013-01-30 00:00:00,N,SC ,2013-01-01 00:00:00,2013-12-31 00:00:00,GPE-RP-P
202301,T6261J16APCC,2016,Cat                      ,TRI00004,Cat,623,85198.9800,1.0000,CAD,8519898,CAD,,,T  ,2016-01-31 00:00:00,N,SC ,2016-01-01 00:00:00,2016-12-31 00:00:00,GPE-RP-P
202301,T6266K01ANCR,2001,Ex Cat                   ,TRI00012,Ex Cat,623,1717.3902,6.0000,USD,28623.169999999998,USD,,,T  ,2001-04-01 00:00:00,N,00 ,2001-01-01 00:00:00,2001-12-31 00:00:00,GPE-RP-P
202301,T6275H01ANCC,2001,Cat                      ,TRI00004,Cat,623,1391.4953,2.0000,GBP,223335,DEM,,,T  ,2001-04-01 00:00:00,N,00 ,2001-01-01 00:00:00,2001-12-31 00:00:00,GPE-RP-P
202301,T6282J04ANCC,2004,Cat                      ,TRI00004,Cat,623,14517.6850,3.2500,USD,446698,USD,,,T  ,2004-01-31 00:00:00,N,00 ,2004-01-01 00:00:00,2004-12-31 00:00:00,GPE-RP-P
202301,T6241X05ANCC,2005,Cat                      ,TRI00004,Cat,623,408057.9500,5.0000,USD,8161159,USD,,,T  ,2005-01-31 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,T6251D04ANCC,2004,Cat                      ,TRI00004,Cat,623,7565.8050,3.2500,GBP,232794,GBP,,,T  ,2004-04-30 00:00:00,N,00 ,2004-04-01 00:00:00,2005-03-31 00:00:00,GPE-RP-P
202301,T6254H08ANCC,2008,Cat                      ,TRI00004,Cat,623,42653.4000,7.5000,USD,568712,USD,,,T  ,2008-01-31 00:00:00,N,00 ,2008-01-01 00:00:00,2008-12-31 00:00:00,GPE-RP-P
202301,T6257N09ANCR,2009,Ex Cat                   ,TRI00012,Ex Cat,623,15061.2000,8.7500,USD,172128,USD,,,T  ,2009-01-31 00:00:00,N,00 ,2009-01-01 00:00:00,2009-12-31 00:00:00,GPE-RP-P
202301,T6258B06ANCR,2006,Ex Cat                   ,TRI00012,Ex Cat,623,17174.3964,5.3200,USD,322827,USD,,,T  ,2006-01-31 00:00:00,N,00 ,2006-01-06 00:00:00,2007-01-01 00:00:00,GPE-RP-P
202301,T6258B11APCR,2011,Ex Cat                   ,TRI00012,Ex Cat,623,36363.2000,10.0000,USD,363632,USD,,,T  ,2011-01-31 00:00:00,N,SC ,2011-01-01 00:00:00,2011-12-31 00:00:00,GPE-RP-P
202301,T5000Q17APCC,2017,Cat                      ,TRI00004,Cat,623,100255.9500,2.5000,USD,4010238,USD,,,T  ,2017-07-31 00:00:00,N,SC ,2017-05-01 00:00:00,2018-03-31 00:00:00,GPE-RP-P
202301,T4979Q11APCR,2011,Ex Cat                   ,TRI00012,Ex Cat,623,35851.1500,5.0000,USD,717023,USD,,,T  ,2011-01-31 00:00:00,N,SC ,2011-01-01 00:00:00,2011-12-31 00:00:00,GPE-RP-P
202301,T4988L14APCR,2014,Ex Cat                   ,TRI00012,Ex Cat,623,2160.8640,1.5250,USD,141696,USD,,,T  ,2014-04-30 00:00:00,N,SC ,2014-04-01 00:00:00,2015-03-31 00:00:00,GPE-RP-P
202301,T4998X17APCW,2017,Cat                      ,TRI00004,Cat,623,205983.4700,3.5000,USD,5885242,USD,,,T  ,2017-01-31 00:00:00,N,SC ,2017-01-01 00:00:00,2017-12-31 00:00:00,GPE-RP-P
202301,T4998X18APCW,2018,Cat                      ,TRI00004,Cat,623,113182.9300,1.4000,USD,8084495,USD,,,T  ,2018-01-31 00:00:00,N,SC ,2018-01-01 00:00:00,2018-12-31 00:00:00,GPE-RP-P
202301,T4998X18BPCW,2018,Cat                      ,TRI00004,Cat,623,84887.1660,1.0500,USD,8084492,USD,,,T  ,2018-01-31 00:00:00,Y,SC ,2018-01-01 00:00:00,2018-12-31 00:00:00,GPE-RP-P
202301,T4998X18CPCW,2018,Cat                      ,TRI00004,Cat,623,84887.1660,1.0500,USD,8084492,USD,,,T  ,2018-01-31 00:00:00,Y,SC ,2018-01-01 00:00:00,2018-12-31 00:00:00,GPE-RP-P
202301,T4972V16APCC,2016,Cat                      ,TRI00004,Cat,623,163847.6400,3.0000,CAD,5461588,CAD,,,T  ,2016-02-28 00:00:00,N,SC ,2016-01-01 00:00:00,2016-12-31 00:00:00,GPE-RP-P
202301,T4973E05ANCC,2005,Cat                      ,TRI00004,Cat,623,63933.3021,3.6040,CAD,1773954,CAD,,,T  ,2005-01-31 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,T4973E09ANCC,2009,Cat                      ,TRI00004,Cat,623,46050.2058,3.8490,CAD,1196420,CAD,,,T  ,2009-01-31 00:00:00,N,00 ,2009-01-01 00:00:00,2009-12-31 00:00:00,GPE-RP-P
202301,T4976J04ANCS,2004,Cat                      ,TRI00004,Cat,623,3855.8750,2.5000,USD,154235,USD,,,T  ,2004-01-31 00:00:00,N,00 ,2004-01-01 00:00:00,2004-12-31 00:00:00,GPE-RP-P
202301,T4956X15APCC,2015,Cat                      ,TRI00004,Cat,623,1368.3402,.7023,GBP,194837,GBP,,,T  ,2015-01-31 00:00:00,N,SC ,2015-01-01 00:00:00,2015-12-31 00:00:00,GPE-RP-P
202301,T4960K15APCC,2015,Cat                      ,TRI00004,Cat,623,27506.3500,5.0000,USD,550127,USD,,,T  ,2015-01-31 00:00:00,N,SC ,2015-01-01 00:00:00,2015-12-31 00:00:00,GPE-RP-P
202301,T4949V12APCC,2012,Cat                      ,TRI00004,Cat,623,35132.1760,6.2000,USD,566648,USD,,,T  ,2012-01-31 00:00:00,N,SC ,2012-01-01 00:00:00,2012-12-31 00:00:00,GPE-RP-P
202301,T4949V18APCC,2018,Cat                      ,TRI00004,Cat,623,367.3999,9.9999,USD,3674,USD,,,T  ,2018-01-31 00:00:00,N,SC ,2018-01-01 00:00:00,2018-12-31 00:00:00,GPE-RP-P
202301,T4955J04ANCW,2004,Cat                      ,TRI00004,Cat,623,280163.9680,11.2000,USD,2501464,USD,,,T  ,2004-01-31 00:00:00,N,00 ,2004-01-01 00:00:00,2004-12-31 00:00:00,GPE-RP-P
202301,T4956X10APCC,2010,Cat                      ,TRI00004,Cat,623,319874.0300,1.9831,GBP,16130000,GBP,,,T  ,2010-01-31 00:00:00,N,SC ,2010-01-01 00:00:00,2010-12-31 00:00:00,GPE-RP-P
202301,T4918K04ANMD,2004,Treaty Misc              ,TRI00033,Treaty Misc,623,52180.3273,4.3100,USD,,,1216053.3069351586,USD,T  ,2004-05-15 00:00:00,N,00 ,2004-04-01 00:00:00,2005-03-31 00:00:00,GPE-RP-P
202301,T4918K05ANMD,2005,Treaty Misc              ,TRI00033,Treaty Misc,623,86007.5273,4.3100,USD,,,1997733.4059100181,USD,T  ,2005-05-15 00:00:00,N,00 ,2005-04-01 00:00:00,2006-03-31 00:00:00,GPE-RP-P
202301,T4933B10APCR,2010,Ex Cat                   ,TRI00012,Ex Cat,623,42427.8173,9.3020,USD,456115,USD,,,T  ,2010-07-31 00:00:00,N,SC ,2010-07-01 00:00:00,2011-06-30 00:00:00,GPE-RP-P
202301,T4934J05ANCR,2005,Ex Cat                   ,TRI00012,Ex Cat,623,12607.4666,15.1910,USD,82993,USD,,,T  ,2005-07-31 00:00:00,N,00 ,2005-07-01 00:00:00,2006-06-30 00:00:00,GPE-RP-P
202301,T4934J08ANCR,2008,Ex Cat                   ,TRI00012,Ex Cat,623,31989.9922,16.3630,USD,195502,USD,,,T  ,2008-07-31 00:00:00,N,00 ,2008-07-01 00:00:00,2009-06-30 00:00:00,GPE-RP-P
202301,T4934J10APCR,2010,Ex Cat                   ,TRI00012,Ex Cat,623,44593.8385,14.3220,USD,311366,USD,,,T  ,2010-07-31 00:00:00,N,SC ,2010-07-01 00:00:00,2011-06-30 00:00:00,GPE-RP-P
202301,T4917C11APCC,2011,Cat                      ,TRI00004,Cat,623,5603.7973,1.5000,GBP,58492529,JPY,,,T  ,2011-07-30 00:00:00,N,SC ,2011-07-01 00:00:00,2012-03-31 00:00:00,GPE-RP-P
202301,T4924D04ANCC,2004,Cat                      ,TRI00004,Cat,623,112298.7375,5.0000,USD,2245974.75,USD,,,T  ,2004-06-30 00:00:00,N,00 ,2004-06-01 00:00:00,2005-05-31 00:00:00,GPE-RP-P
202301,T4905A01ANCR,2001,Ex Cat                   ,TRI00012,Ex Cat,623,7657.1579,.9470,USD,808570,USD,,,T  ,2001-07-01 00:00:00,N,00 ,2001-04-01 00:00:00,2002-03-31 00:00:00,GPE-RP-P
202301,T4906H18APCC,2018,Cat                      ,TRI00004,Cat,623,427571.0000,2.0000,GBP,21378550,GBP,,,T  ,2018-05-01 00:00:00,N,SC ,2018-04-01 00:00:00,2019-03-31 00:00:00,GPE-RP-P
202301,T4906H19APCC,2019,Cat                      ,TRI00004,Cat,623,134257.3633,2.0000,GBP,1019712388,JPY,,,T  ,2019-05-30 00:00:00,N,SC ,2019-04-01 00:00:00,2020-03-31 00:00:00,GPE-RP-P
202301,T4907V04ANCW,2004,Cat                      ,TRI00004,Cat,623,4344.0605,5.0900,USD,85345,USD,,,T  ,2004-04-30 00:00:00,N,00 ,2004-04-01 00:00:00,2005-03-31 00:00:00,GPE-RP-P
202301,T4907V05ANCW,2005,Cat                      ,TRI00004,Cat,623,92858.9250,7.5000,USD,1238119,USD,,,T  ,2005-04-30 00:00:00,N,00 ,2005-04-01 00:00:00,2006-03-31 00:00:00,GPE-RP-P
202301,T4868G05ANCC,2005,Cat                      ,TRI00004,Cat,623,152888.8000,1.7140,USD,8920000,USD,,,T  ,2005-01-31 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,T4870D05ANCC,2005,Cat                      ,TRI00004,Cat,623,131283.6843,2.0270,USD,6476748.1200000001,USD,,,T  ,2005-01-31 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,T4854H04ANCS,2004,Cat                      ,TRI00004,Cat,623,51446.2123,3.1840,USD,1615773,USD,,,T  ,2004-01-31 00:00:00,N,00 ,2004-01-01 00:00:00,2004-12-31 00:00:00,GPE-RP-P
202301,T4854H10APCZ,2010,Cat                      ,TRI00004,Cat,623,122389.5475,2.7500,USD,4450529,USD,,,T  ,2010-06-30 00:00:00,N,SC ,2010-06-01 00:00:00,2011-05-31 00:00:00,GPE-RP-P
202301,T4864Q03ANCW,2003,Cat                      ,TRI00004,Cat,623,5026.8000,2.0000,USD,251340,USD,,,T  ,2003-01-31 00:00:00,N,00 ,2003-01-01 00:00:00,2003-12-31 00:00:00,GPE-RP-P
202301,T4864Q09ANCW,2009,Cat                      ,TRI00004,Cat,623,36671.0250,2.5000,USD,1466841,USD,,,T  ,2009-01-31 00:00:00,N,00 ,2009-01-01 00:00:00,2009-12-31 00:00:00,GPE-RP-P
202301,T4864Q11APCW,2011,Cat                      ,TRI00004,Cat,623,47596.1750,2.5000,USD,1903847,USD,,,T  ,2011-01-31 00:00:00,N,SC ,2011-01-01 00:00:00,2011-12-31 00:00:00,GPE-RP-P
202301,T4864Q12APCW,2012,Cat                      ,TRI00004,Cat,623,33034.9800,2.0000,USD,1651749,USD,,,T  ,2012-01-31 00:00:00,N,SC ,2012-01-01 00:00:00,2012-12-31 00:00:00,GPE-RP-P
202301,T4828D00ANCC,2000,Cat                      ,TRI00004,Cat,623,13885.7257,2.1727,USD,639100,USD,,,T  ,2000-10-01 00:00:00,N,00 ,2000-07-01 00:00:00,2001-06-30 00:00:00,GPE-RP-P
202301,T4836N05ANCC,2005,Cat                      ,TRI00004,Cat,623,2162.0300,1.0000,USD,216203,USD,,,T  ,2005-06-30 00:00:00,N,00 ,2005-06-01 00:00:00,2006-05-31 00:00:00,GPE-RP-P
202301,T4814E05ANCC,2005,Cat                      ,TRI00004,Cat,623,458047.0730,.2200,USD,208203215,USD,,,T  ,2005-07-31 00:00:00,N,00 ,2005-07-01 00:00:00,2006-06-30 00:00:00,GPE-RP-P
202301,T4815N02ANCS,2002,Cat                      ,TRI00004,Cat,623,55.3980,.1000,USD,55398,USD,,,T  ,2002-09-01 00:00:00,N,00 ,2002-07-01 00:00:00,2003-06-30 00:00:00,GPE-RP-P
202301,T4815N05ANCS,2005,Cat                      ,TRI00004,Cat,623,1606.9330,.1000,USD,1606933,USD,,,T  ,2005-07-31 00:00:00,N,00 ,2005-07-01 00:00:00,2006-06-30 00:00:00,GPE-RP-P
202301,T4816B03ANCS,2003,Cat                      ,TRI00004,Cat,623,26070.6060,.2000,USD,13035303,USD,,,T  ,2003-08-01 00:00:00,N,00 ,2003-07-01 00:00:00,2004-06-30 00:00:00,GPE-RP-P
202301,T4788F04ANMD,2004,Treaty Misc              ,TRI00033,Treaty Misc,623,44500.0429,2.8400,USD,,,1572652.163879758,USD,T  ,2004-05-01 00:00:00,N,00 ,2004-04-01 00:00:00,2005-03-31 00:00:00,GPE-RP-P
202301,T4788F05ANMD,2005,Treaty Misc              ,TRI00033,Treaty Misc,623,67283.5504,2.8400,USD,,,2371626.590983219,USD,T  ,2005-05-01 00:00:00,N,00 ,2005-04-01 00:00:00,2006-03-31 00:00:00,GPE-RP-P
202301,T4788F99ANMD,1999,Treaty Misc              ,TRI00033,Treaty Misc,623,913.4414,.9970,USD,91619,USD,,,T  ,1999-07-01 00:00:00,N,00 ,1999-04-01 00:00:00,2000-03-31 00:00:00,GPE-RP-P
202301,T4802C05ANCS,2005,Cat                      ,TRI00004,Cat,623,17052.0000,.4200,USD,4060000,USD,,,T  ,2005-06-30 00:00:00,N,00 ,2005-06-01 00:00:00,2006-05-31 00:00:00,GPE-RP-P
202301,T4806S05ANCC,2005,Cat                      ,TRI00004,Cat,623,456157.4131,5.9992,USD,7603574,USD,,,T  ,2005-08-31 00:00:00,N,00 ,2005-08-01 00:00:00,2006-07-31 00:00:00,GPE-RP-P
202301,T4812H05ANCC,2005,Cat                      ,TRI00004,Cat,623,155489.4000,.6500,USD,23921446.16,USD,,,T  ,2005-01-31 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,T4723J05ANCW,2005,Cat                      ,TRI00004,Cat,623,42221.4000,5.4130,USD,780000,USD,,,T  ,2005-01-31 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,T4723J08ANCW,2008,Cat                      ,TRI00004,Cat,623,75096.4500,3.0000,USD,2503215,USD,,,T  ,2008-01-31 00:00:00,N,00 ,2008-01-01 00:00:00,2008-12-31 00:00:00,GPE-RP-P
202301,T4724X04ANCC,2004,Cat                      ,TRI00004,Cat,623,262579.6200,2.0000,USD,13128981,USD,,,T  ,2004-01-31 00:00:00,N,00 ,2004-01-01 00:00:00,2004-12-31 00:00:00,GPE-RP-P
202301,T4724X05ANCC,2005,Cat                      ,TRI00004,Cat,623,372463.7108,2.0000,USD,18623185.539999999,USD,,,T  ,2005-01-31 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,T4732G03ANCR,2003,Ex Cat                   ,TRI00012,Ex Cat,623,56498.1008,17.4400,USD,323957,USD,,,T  ,2003-01-31 00:00:00,N,00 ,2003-01-01 00:00:00,2003-12-31 00:00:00,GPE-RP-P
202301,T4734D17APCC,2017,Cat                      ,TRI00004,Cat,623,110450.0000,2.5000,USD,4418000,USD,,,T  ,2017-07-31 00:00:00,N,SC ,2017-05-01 00:00:00,2018-03-31 00:00:00,GPE-RP-P
202301,T4742N05ANCC,2005,Cat                      ,TRI00004,Cat,623,47381.2500,2.8500,USD,1662500,USD,,,T  ,2005-01-31 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,T4696C04ANCS,2004,Cat                      ,TRI00004,Cat,623,26883.7000,2.0000,USD,1344185,USD,,,T  ,2004-06-30 00:00:00,N,00 ,2004-06-01 00:00:00,2005-05-31 00:00:00,GPE-RP-P
202301,T4696C05ANCS,2005,Cat                      ,TRI00004,Cat,623,16772.5000,2.0000,USD,838625,USD,,,T  ,2005-06-30 00:00:00,N,00 ,2005-06-01 00:00:00,2006-05-31 00:00:00,GPE-RP-P
202301,T4683L05ANCS,2005,Cat                      ,TRI00004,Cat,623,33390.0000,.6300,USD,5300000,USD,,,T  ,2005-06-30 00:00:00,N,00 ,2005-06-01 00:00:00,2006-05-31 00:00:00,GPE-RP-P
202301,T4686V05ANCW,2005,Cat                      ,TRI00004,Cat,623,199067.4333,2.7000,USD,7372867.9000000004,USD,,,T  ,2005-02-28 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,T4690J04ANCC,2004,Cat                      ,TRI00004,Cat,623,222339.4056,6.5000,USD,3420606.2400000002,USD,,,T  ,2004-01-31 00:00:00,N,00 ,2004-01-01 00:00:00,2004-12-31 00:00:00,GPE-RP-P
202301,T4690J05ANCC,2005,Cat                      ,TRI00004,Cat,623,69610.3800,7.0000,USD,994434,USD,,,T  ,2005-01-30 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,T4693X01ANCR,2001,Ex Cat                   ,TRI00012,Ex Cat,623,1407.3000,15.0000,USD,9382,USD,,,T  ,2001-06-01 00:00:00,N,00 ,2001-03-01 00:00:00,2002-04-30 00:00:00,GPE-RP-P
202301,T4662L13APCC,2013,Cat                      ,TRI00004,Cat,623,47472.1532,5.0000,GBP,164889483,JPY,,,T  ,2013-04-30 00:00:00,N,SC ,2013-04-01 00:00:00,2014-03-31 00:00:00,GPE-RP-P
202301,T4664H04ANCW,2004,Cat                      ,TRI00004,Cat,623,14629.1699,4.3480,USD,336457.45000000001,USD,,,T  ,2004-05-31 00:00:00,N,00 ,2004-04-01 00:00:00,2005-03-31 00:00:00,GPE-RP-P
202301,T4664H05ANCW,2005,Cat                      ,TRI00004,Cat,623,36878.9129,3.4700,USD,1062792.8799999999,USD,,,T  ,2005-04-30 00:00:00,N,00 ,2005-04-01 00:00:00,2006-03-31 00:00:00,GPE-RP-P
202301,T4664H12APCC,2012,Cat                      ,TRI00004,Cat,623,3960.1800,3.0000,USD,132006,USD,,,T  ,2012-05-31 00:00:00,N,SC ,2012-04-01 00:00:00,2013-03-31 00:00:00,GPE-RP-P
202301,T4667N05ANCC,2005,Cat                      ,TRI00004,Cat,623,65200.7696,4.6400,USD,1405189,USD,,,T  ,2005-02-28 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,T4679S02ANCS,2002,Cat                      ,TRI00004,Cat,623,3167.7000,1.2500,USD,253416,USD,,,T  ,2002-07-01 00:00:00,N,00 ,2002-06-01 00:00:00,2003-05-31 00:00:00,GPE-RP-P
202301,T4679S05ANCS,2005,Cat                      ,TRI00004,Cat,623,102716.2500,1.4700,USD,6987500,USD,,,T  ,2005-06-30 00:00:00,N,00 ,2005-06-01 00:00:00,2006-05-31 00:00:00,GPE-RP-P
202301,T4679S99ANCS,1999,Cat                      ,TRI00004,Cat,623,341.6700,1.0000,USD,34167,USD,,,T  ,1999-09-01 00:00:00,N,00 ,1999-06-01 00:00:00,2000-05-31 00:00:00,GPE-RP-P
202301,T4652F13APCR,2013,Ex Cat                   ,TRI00012,Ex Cat,623,178.5600,1.5000,USD,11904,USD,,,T  ,2013-05-31 00:00:00,N,SC ,2013-05-01 00:00:00,2014-04-30 00:00:00,GPE-RP-P
202301,T4652F15APCR,2015,Ex Cat                   ,TRI00012,Ex Cat,623,68250.0000,3.0000,USD,2275000,USD,,,T  ,2015-05-31 00:00:00,N,SC ,2015-05-01 00:00:00,2016-04-30 00:00:00,GPE-RP-P
202301,T4616S21APCS,2021,Cat                      ,TRI00004,Cat,623,31410.9750,2.5000,USD,1256439,USD,,,T  ,2021-02-01 00:00:00,N,SC ,2021-01-01 00:00:00,2021-12-31 00:00:00,GPE-RP-P
202301,T4630Q21APCW,2021,Cat                      ,TRI00004,Cat,623,801910.0200,3.0000,USD,26730334,USD,,,T  ,2021-06-30 00:00:00,N,SC ,2021-06-01 00:00:00,2022-05-31 00:00:00,GPE-RP-P
